,Unnamed: 0,date,title,category,body,source
546,546,March 18,‘We’re Petrified’: Immigrants Afraid to Seek Medical Care for Coronavirus,U.S.,"As the coronavirus continues to spread, some parents think that sending their children to school and day care is too risky.",By Reuters
547,547,March 13,Their School Is Open. But the Kids Are Staying Home.,Parenting,"Everything is shut: no schools, no shops, no bars and restaurants, no meetings.  Just “Stay at home.” It’s painful for me and all Italians.",By Reuters
548,548,March 12,"My Lockdown Diary, From a Small, Old Town in Italy",Opinion,"An employee at California's largest oil refinery tested positive for the coronavirus and, along with a few other workers, went into self-quarantine this week.",By Aimee Ortiz
549,549,March 13,Worker at California's Largest Oil Refinery Tests Positive for Coronavirus: Sources,U.S.,"An Italian cruise ship that earlier in its voyage disembarked two passengers who later tested positive for coronavirus has been authorized to dock in Marseille in the south of France, a port authorities spokesman said on Wednesday.",By Reuters
550,550,11h ago,Coronavirus-Hit Italian Cruise Ship to Dock in South of France,Europe,"The rest of the world should learn from China and follow the principles of early detection, early quarantine and early treatment in order to halt the global spread of the coronavirus, the official China Daily said in an editorial on Tuesday.",By Reuters
551,551,March 16,World Should Learn Lessons From China in Coronavirus Fight-China Daily,Asia Pacific,"The English actor, who said he has no symptoms, urged people to be vigilant about handwashing and social distancing.",By Reuters
552,552,March 16,Idris Elba Says He Has Coronavirus,Arts,"British actor Idris Elba said on Monday he had tested positive for the new coronavirus, joining Tom Hanks and his wife, Rita Wilson, among the first major celebrities to contract the respiratory disease.",By The Associated Press
553,553,March 16,Idris Elba Tests Positive for Coronavirus; Filming Halted for 'Matrix 4',Arts,"Oil prices rose more than $1 on Tuesday as the recent sharp falls due to the coronavirus pandemic encouraged bargain hunters to come forward, although the market remains volatile as the spread of the infection disrupts economies and hurts demand. ",By Reuters
554,554,March 16,Oil Prices Jumped $1 as Recent Sharp Falls Draw Investors,Business,"As the bright lights of professional sports go dark across the United States this week, some top names from the NBA were pitching in to ease the burden for arena and stadium staff facing the grim possibility of weeks without pay in the coronavirus shutdown. ",By Reuters
555,555,March 13,"NBA Stars, Owners Pledge Donations for Workers Furloughed by Coronavirus Shutdown",Pro Basketball,The Latest on the coronavirus outbreak (all times local):,By The Associated Press
556,556,March 7,The Latest: US State of Missouri Reports First Virus Case,Business,"About half of the blood centers in the United States are already reporting low inventory levels and the country could see shortages in about two weeks as blood drives are canceled due to the fast-spreading coronavirus outbreak, AABB, formerly known as the American Association of Blood Banks, said on Tuesday.",By The Associated Press
557,557,March 17,Coronavirus Restrictions Could Lead to U.S. Blood Shortage in Two Weeks: Blood Banks Group,U.S.,"The U.S. military said on Friday it will halt, with some exceptions, domestic travel for service members, Defense Department civilians and families in a move aimed at limiting the spread of coronavirus and its impact on the military.",By Reuters
558,558,March 14,U.S. Military to Halt Domestic Travel Due to Coronavirus,U.S.,"Some of the few entertainment entities that remained open and fully functioning were shutting down like much of the rest of the world on Friday, a day after institutions from Broadway to Disneyland closed their doors, TV shows including “The Price Is Right” halted production, and movie release dates strategically scheduled years in advance were pushed back indefinitely.","By Daniela J. Lamas, M.D."
559,559,March 13,A Look at Entertainers and Entities on Hold Over Coronavirus,Arts,The European Union urged member countries Friday to put health screening procedures in place at their borders to slow the spread of the novel coronavirus but said they must coordinate so people can still quickly get the medical care they need.,By Edmy Ayala and Patricia Mazzei
560,560,March 13,EU Urges Border Health Checks as Virus Case Count Mounts,Europe,"China is withdrawing the press credentials of American journalists at three U.S. newspapers, intensifying a bitter fight between the world's top two economies that has widened to include the coronavirus outbreak and media freedoms.",By Reuters
561,561,March 18,China Expels American Journalists as Spat With U.S. Escalates,Asia Pacific,"Even as public life grinds to a halt, here in one of the intensive care units that will become ground zero for coronavirus infections, the everyday tragedies continue.",By The Associated Press
562,562,March 17,"In the I.C.U., Before the Coronavirus Storm",Live,"In one of the most serious U.S. crackdowns yet over Covid-19, the governor ordered most businesses on the island to shut down. Other U.S. cities were imposing control measures of their own.",By The Associated Press
563,563,March 15,Puerto Rico Orders Coronavirus Lockdown. Violators Could Be Fined.,U.S.,"U.S. consumer sentiment fell less than expected in early March as households responded to the coronavirus pandemic and a sharp stock market sell-off, but also hoped that any disruptions to economic activity would be temporary.",By Reuters
564,564,March 13,Coronavirus Weighs on U.S. Consumer Sentiment in Early February,Business,"It was a routine game of schoolyard tag — except the children had dubbed this version “coronavirus.” The kids ran around and tagged one another, but instead of being ""it,"" they “caught” the virus. ","By Anjali Singhvi, Allison McCann, Jin Wu and Blacki Migliozzi"
565,565,March 12,Talking to Kids About Virus? Experts Say Be Calm and Honest,U.S.,Immigrant rights groups want U.S. Immigration and Customs Enforcement to release detainees at its Washington state jail who are at high risk from the coronavirus.,By The Associated Press
566,566,March 10,Groups: Release Immigrant Detainees at High Coronavirus Risk,U.S.,"The U.S. government is restricting some of its 2.1 million employees from traveling and encouraging people to work from home to slow the spread of the coronavirus, which has infected 111,000 people in 105 countries.     ",By Reuters
567,567,March 13,Factbox: U.S. Federal Agencies Take Different Paths on Coronavirus,U.S.,The world’s hardest-hit countries are trying a variety of measures to stop the spread of the virus. Here’s how they’re doing.,By The Associated Press
568,568,March 12,How the World’s Largest Coronavirus Outbreaks Are Growing,World,"Leaders and officials from the eight South Asian nations held a video conference Sunday calling for closer cooperation to combat the spread of the coronavirus in the region, which is home to a fifth of the world's population. ",By The Associated Press
569,569,March 15,South Asian Leaders Call for Cooperation on Coronavirus,Asia Pacific,The governor of Washington signed legislation on Tuesday approving $200 million in emergency funds intended to slow the spread of the coronavirus in one of the hardest-hit U.S. states.,By Reuters
570,570,March 17,Washington State Governor Approves $200 Million in Coronavirus Emergency Funds,U.S.,"The U.S. government's coronavirus recommendations tell older adults to avoid crowds, cruises and long plane rides -- advice that one public health official acknowledged won't be welcomed by many. ",By Reuters
571,571,March 9,"Virus and Elderly: Avoid Crowds, Cruises, Long Plane Trips",Health,"Describing himself as a “wartime president” fighting an invisible enemy, President Donald Trump invoked rarely used emergency powers to marshal critical medical supplies against the coronavirus pandemic.",By Lisa Damour
572,572,3h ago,Trump Calls Himself 'Wartime President' as He Battles Virus,Politics,"Companies hit by the coronavirus will be allowed to receive state grants up to 500,000 euros ($551,200) or subsidized state guarantees on bank loans as part of new temporary rules, EU antitrust chief Margrethe Vestager said on Tuesday.",By Reuters
573,573,March 17,EU to Ease State Aid Rules to Help Virus-Hit Companies,Europe,"Federal Reserve staff at the bank's New York, San Francisco and Boston branches are being encouraged to work from home as part of efforts to slow the spread of the coronavirus, the banks  said Wednesday. ",By The Associated Press
574,574,March 11,"U.S. Fed Banks in NY, Boston and San Francisco Encourage Staff to Work From Home",U.S.,Adults can help by making sure adolescents don’t overestimate the dangers or underestimate their ability to protect themselves.,"By Quoctrung Bui, Margot Sanger-Katz and Sarah Kliff"
575,575,March 11,5 Ways to Help Teens Manage Anxiety About the Coronavirus,Family,The U.S. Treasury Department said on Tuesday it has approved a new Federal Reserve commercial paper funding facility to help American businesses manage their short-term liquidity through the economic slowdown caused by the coronavirus outbreak.,"By Perri Klass, M.D."
576,576,March 17,U.S. Treasury to Invest $10 Billion in New Coronavirus Credit Facility,U.S.,"Hindus threw colored powder and sprayed water in massive celebrations of the festival of Holi in India on Tuesday, but the enthusiasm was subdued compared to previous years because of fears of the new virus. ",By Reuters
577,577,March 10,Holi Festival Subdued in India Over Coronavirus Concerns,Asia Pacific,"The disease is still so new, and testing so limited, that the usual methods of analysis epidemiologists rely on are not yet viable.",By Reuters
578,578,March 7,How Deadly Is Coronavirus? What We  Know and What We Don’t,The Upshot,"If we get a vaccine for the coronavirus, it will immediately make our world a safer, easier, more reassuring place once again. That’s what vaccines do.",By Reuters
579,579,March 16,Coronavirus Vaccine Dreams,Family,"The outbreak of the new coronavirus is hammering Canada's tourism industry, a senior government official said on Friday, as the number of visitors from China plummeted and after the cancellation of a major technology convention.",By The Associated Press
580,580,March 6,Canada's Tourism Industry 'Deeply Affected' by Virus Outbreak: Minister,Business,"Colombia could further restrict international and national  flights and limit passenger transport by road in a bid to contain coronavirus, the transport minister said on Tuesday.",By Reuters
581,581,March 17,Colombia Does Not Rule Out More Extreme Travel Restrictions-Minister,Americas,"The spreading coronavirus is threatening project schedules in the booming U.S. solar industry following a year in which the sector topped natural gas as the nation's top new power source, according to a report published on Tuesday.",By Reuters
582,582,March 17,Coronavirus Creating Solar Industry 'Crisis': U.S. Trade Group,U.S.,"For almost 600 years, nothing has stopped anyone so inclined from kissing Ireland's Blarney Stone to gain the gift of the gab.",By The Associated Press
583,583,March 13,Virus Halts Tradition of Kissing Ireland's Blarney Stone,Europe,Ireland on Sunday said all bars in the country should close until at least the end of the month to curb the spread of coronavirus after videos of groups singing in packed Dublin venues sparked anger on social media.,By Reuters
584,584,March 15,Last Orders... Ireland Closes All Pubs on Eve of St Patrick's Day,Europe,"Juventus defender Daniele Rugani has become the first Serie A player to test positive for coronavirus, the Turin side said on Wednesday.",By Reuters
585,585,March 11,Soccer: Juventus Player Rugani Tests Positive for Coronavirus: Club,Soccer,Walmart is enacting an emergency leave policy for its 1.4 million hourly U.S. workers that allowing them to take time off without penalty if they fear the spread of a new virus. ,By The Associated Press
586,586,March 10,Walmart Revises Leave Policy in Face of Virus; Worker Tests,Business,Thailand's cabinet approved a stimulus package on Tuesday worth an estimated $12.7 billion to help alleviate the impact of the coronavirus epidemic on already-faltering domestic activity.,By Ginia Bellafante
587,587,March 10,Thailand Unveils $12.7 Billion Stimulus Package to Ease Coronavirus Impact,Asia Pacific,"Iran has temporarily freed about 70,000 prisoners to combat the spread of the coronavirus in jails, the head of the judiciary said on Monday, as officials reported hundreds of new infections and dozens more deaths across the country.",By The Associated Press
588,588,March 9,"Iran Temporarily Releases 70,000 Prisoners as Coronavirus Cases Surge",Middle East,"Americans normally hear from President Donald Trump when he is opining on Twitter, riffing from a rally stage or otherwise improvising. This past week was different as he sat in the Oval Office with a script laid out for him to read on a matter grave enough for a prime-time address to the nation.",By Abdullah Shihipar
589,589,March 16,"AP FACT CHECK: Trump, Dems and Politics of the Pandemic",Politics,New York has diligently worked to counter the threat of terrorism. It may be less prepared for crises delivered by nature.,"By Pauline W. Chen, M.D."
590,590,Feb. 28,Coronavirus in N.Y.: It’s Coming. Should We Panic or Shrug?,New York,"Amid the rapid spread of the new coronavirus across Europe, the hallmark Marseille tradition of soap-making is enjoying a renaissance, as the French rediscover an essential local product.",By The Associated Press
591,591,35m ago,AP PHOTOS: Virus Revives Demand for Traditional French Soap,Business,“Social distancing” is required to prevent infection. But loneliness can make us sick.,By Marc Lacey
592,592,March 13,Coronavirus and the Isolation Paradox,Opinion,Hospital emergency rooms have been overcrowded for years. The new coronavirus will drastically compound the problem.,By Siobhan Roberts
593,593,March 12,No Room at the Inn,Live,"India is bracing for a potential explosion of coronavirus cases as authorities rush to trace, test and quarantine contacts of 31 people confirmed to have the disease. ",By Reuters
594,594,March 6,India's Beleaguered Health System Braces for Virus Surge,Asia Pacific,"One doesn’t find outright panic in airports and on airplanes across the United States. Rather, it’s anguish that the next sneeze might be the fateful one.",By Reuters
595,595,March 11,"Bags Packed, Sanitizer on, Americans Travel as Coronavirus Worries Grow",U.S.,"The explosive spread of coronavirus can be turned to our advantage, two infectious disease experts argue: “But only if we intervene early. That means now.”",By Reuters
596,596,March 13,The Exponential Power of Now,Science,"U.S. delivery companies are halting ""white glove"" in-home delivery and set-up of TVs, sofas and exercise equipment in a handful of cities to limit contact with customers in an effort to help contain the spread of coronavirus and protect drivers. ",By Siobhan Roberts
597,597,March 16,U.S. Trucking and Delivery Firms Shift Services as Coronavirus Spreads,U.S.,"The United States' biggest banks will stop buying back their own shares, and will instead use that capital to lend to individuals and businesses affected by the coronavirus, an industry trade group said on Sunday.",By The Associated Press
598,598,March 15,"Big U.S. Banks Halt Stock Buybacks, Citing Customer Needs During Coronavirus",Business,"Britain's food retailers appealed to shoppers on Sunday to stop panic buying during the coronavirus outbreak, saying purchasing more than they need would mean others will be left without.",By The Associated Press
599,599,March 15,British Supermarkets' Plea to Shoppers: Stop Panic Buying,Europe,"The explosive spread of coronavirus can be turned to our advantage, two infectious disease experts argue: “But only if we intervene early. That means now.”",By Reuters
600,600,March 13,The Exponential Power of Now,Science,"In a matter of days, millions of Americans have seen their lives upended by measures to curb the spread of the new coronavirus.",By The Associated Press
601,601,4h ago,How Long Will Americans Be Fighting the Coronavirus?,Health,UConn played smothering defense against South Florida for the second time in less than a week to earn a shot at a seventh consecutive American Athletic Tournament title. ,By The Associated Press
602,602,March 8,No. 5 UConn Beats USF to Advance to 7th Straight AAC Final.,College Basketball,Golf's jewel in the crown The Masters and English soccer's Premier League joined the lengthening list of elite sporting events to fall foul of the coronavirus pandemic on Friday.,By Reuters
603,603,March 13,"Golf's Masters Postponed, English Soccer Suspended as Coronavirus Wreaks Havoc",Pro Basketball,"European Union leaders on Thursday lashed out at President Donald Trump’s decision to restrict travel from Europe to the United States because of the new coronavirus, calling the the pandemic a global crisis that “requires cooperation rather than unilateral action.” ",By Reuters
604,604,March 12,EU Condemns Trump Travel Ban From Europe as Virus Spreads,Business,President Donald Trump's decision Wednesday to impose a 30-day ban on most Europeans entering the United States is the latest stunning setback for an airline industry that is reeling from a drop in bookings and a surge in people who are canceling reservations for fear of contracting the coronavirus.,By Reuters
605,605,March 11,Trump Ban on Travel From Europe Escalates Pain for Airlines,Business,"A female diplomat from the Philippines mission to the United Nations tested positive for coronavirus on Thursday, according to a note sent to U.N. missions, making the woman the first known case at the world body's New York headquarters.",By Reuters
606,606,March 12,Diplomat From Philippines First Known Coronavirus Case at U.N. in New York,U.S.,"The centuries-old St. Patrick's Day parade in New York City has been canceled this year, New York Governor Andrew Cuomo said on Wednesday, one of the most high-profile U.S. public events to be felled by the global coronavirus pandemic.",By Reuters
607,607,March 11,New York City's St. Patrick's Day Parade Canceled on Coronavirus Concern,U.S.,"Iran expressed concern on Wednesday about the health of imprisoned Iranians in the United States amid the coronavirus outbreak, a day after Washington called on Tehran to free detained Americans.",By Reuters
608,608,March 11,"Responding to U.S., Iran Frets for Jailed Citizens Amid Coronavirus",Middle East,"FIFA has agreed to delay the first edition of its revamped Club World Cup, due to be held in 2021, to make way for the Euro 2020 and Copa America tournaments which have been postponed for a year due to the coronavirus pandemic.",By The Associated Press
609,609,March 18,FIFA Puts Revamped Club World Cup on Hold,Soccer,Australia urged people on Wednesday to avoid traveling to remote indigenous areas to curtail the spread of the coronavirus epidemic in communities that suffer disproportionately low rates of healthcare and income.,By Reuters
610,610,March 18,Australia Restricts Travel to Remote Indigenous Areas to Slow Coronavirus,Asia Pacific,"AMC Entertainment Holdings Inc said on Monday it will limit attendance at its U.S. theaters to a maximum of 50 people per show, effective immediately, due to the spread of coronavirus, sending its shares down 21%. ",By Reuters
611,611,March 16,"Only 50 People Per Show, Please, Says Theater-Operator AMC",Technology,"North Korean leader Kim Jong Un supervised his second live-fire artillery exercise in a week, state media said Tuesday, as the country continues to expand its military capabilities. ",By Reuters
612,612,March 9,North Korea Says Kim Supervised 2nd Artillery Drill in Week,Asia Pacific,A U.N. human rights investigator urged reclusive North Korea on Monday to allow full access for medical and humanitarian experts amid concern the coronavirus could hit malnourished people hard. ,By Reuters
613,613,March 9,Isolated North Korea Should Allow Outside Coronavirus Help: U.N.,Asia Pacific,"Modeling has shown that more than 60,000 homeless people could become ill with the coronavirus in California over the next eight weeks, badly straining the healthcare system, the state governor said on Wednesday. ",By The Associated Press
614,614,7h ago,"Some 60,000 California Homeless Could Get Coronavirus in Coming Weeks, Governor Says",U.S.,"Philippine President Rodrigo Duterte on Thursday announced strict immigration curbs and a halt on domestic land, sea and air travel to and from Manila, in what he called a ""lockdown"" of the capital to arrest the spread of coronavirus.",By Roni Caryn Rabin
615,615,March 12,Philippine Capital on Lockdown to Contain Coronavirus,Asia Pacific,"A 53-year-old British woman hospitalized on the resort island of Bali has died from the coronavirus, Indonesia's first recorded death from the disease, officials said on Wednesday.",By The Associated Press
616,616,March 11,British Woman in Bali Is Indonesia's First Confirmed Coronavirus Death,Asia Pacific,"Describing himself as a “wartime president” fighting an invisible enemy, President Donald Trump on Wednesday invoked rarely used emergency powers to marshal critical medical supplies against the coronavirus pandemic.",By The Associated Press
617,617,March 18,Trump Taps Emergency Powers as Virus Relief Plan Proceeds,Politics,"Those with chronic health problems are more likely to develop severe illnesses and to die, research shows.",By The Associated Press
618,618,March 12,Coronavirus Threatens Americans With Underlying Conditions,Health,"Life across Europe is coming to a standstill as governments order border closures, worship services are canceled and bars and cafes are shuttered.",By Andrew Ross Sorkin
619,619,March 15,What's Happening: Europe's Cafes and Bars Shut Amid Outbreak,U.S.,"Life across Europe is coming to a standstill as governments order border closures, worship services are canceled and bars and cafes are shuttered.",By Reuters
620,620,March 15,What's Happening: Europe's Cafes and Bars Shut Amid Outbreak,U.S.,The Seattle Mariners are seeking alternative options for their season-opening series after Washington Gov. Jay Inslee announced Wednesday a ban on all large gatherings in the three counties of the Seattle metro area because of the virus outbreak.,By Reuters
621,621,March 11,"Mariners, Sounders, XFL Shut Out in Seattle Because of Virus",Baseball,Bailouts of companies or industries just cause division. The answer: a government “bridge loan” to everyone.,By Reuters
622,622,March 18,This Is the Only Way to End the Coronavirus Financial Panic,DealBook,"U.S. livestock producers are urging the Department of Agriculture to let them defer or adjust payments for government loans as the coronavirus hits the already struggling farm economy, the largest U.S. farmer trade group said.",By Reuters
623,623,12h ago,"Calls for U.S. Farm Debt, Loan Relief Grows as Coronavirus Spreads",U.S.,"With coronavirus bringing soccer across the globe to a standstill, the world of esports is helping clubs pull together to support those which are struggling financially - and keep fans entertained.",By Reuters
624,624,March 18,Clubs Zone In on FIFA 20 to Fill Coronavirus Void,Soccer,"Colombia will close its borders with Venezuela and stop visitors who have been in Europe or Asia from entering the country, President Ivan Duque said late on Friday, as it looks to contain the spread of coronavirus. ",By Reuters
625,625,March 14,Colombia Closes Border With Venezuela Over Coronavirus,Americas,The official Tokyo 2020 Olympics and Paralympics Games Twitter account offers no inkling that the novel coronavirus pandemic has threatened the Games - and the account's cheery tone is prompting sarcastic online replies. ,By Reuters
626,626,March 14,"As World Grapples With Pandemic, Tokyo 2020's Twitter Account Puts on a Happy Face",Olympics,"Brazilian stocks chalked up their biggest one-day rise in 11 years on Tuesday, on growing hopes for global economic stimulus measures and as investors bought stocks battered down the previous day in the biggest selloff since 1998.",By The Associated Press
627,627,March 10,"Brazil Stocks Jump 7% in Biggest Gain Since 2009, FX Intervention Boosts Real",Americas,European Union ministers sparred for more than four hours on Wednesday over emergency border curbs imposed to combat coronavirus that have stranded passengers and supply trucks in lengthy queues from Hungary and Poland to Austria and Italy. ,By Reuters
628,628,11h ago,EU Struggles to Unlock Borders Hit by Coronavirus Curbs,Europe,"More major retailers said on Sunday they would shut stores in the United States to limit the spread of the coronavirus, including Nike, Under Armour, and Lululemon Athletica, a day after similar moves by several other U.S. retailers.",By Reuters
629,629,March 15,More U.S. Retailers Shut Stores to Limit Coronavirus Spread,Business,A national memorial in New Zealand to commemorate the 51 people who were killed when a gunman attacked two mosques one year ago has been canceled due to concern over the new coronavirus. ,By The Associated Press
630,630,March 13,New Zealand Cancels Mosque Shooting Memorial Over Virus Fear,Asia Pacific,"Pacific islands are imposing strict lock-down measures to combat the coronavirus, denying access to supply vessels and prohibiting human-to-human contact during aircraft refueling, amid fears their small healthcare systems could be over-run.",By Reuters
631,631,March 12,Pacific Nations Employ Island Fortress Tactics to Combat Coronavirus Spread,Asia Pacific,"A Florida couple who was aboard the coronavirus-hit Grand Princess ocean liner has sued the ship's owner for more than $1 million, claiming the company put profits over safety and did not have proper screening protocols in place.",By Michael Marder
632,632,March 9,Passengers Sue Over Coronavirus-Hit Grand Princess Cruise Ship,U.S.,"Four of the world's leading soccer teams were in self-isolation Thursday as the sport grappled with a deepening virus outbreak that prompted the cancellation of Champions League matches for the first time, including the high-profile last-16 game between Manchester City and Real Madrid.",By Maria Cramer and Johnny Diaz
633,633,March 12,"4 Top Teams Self-Isolate, CL Games Off as Virus Hits Soccer",Soccer,"The number of Americans filing for unemployment benefits unexpectedly fell last week as employers continued to hold on to their workers, but the coronavirus pandemic is expected to lead to an increase in layoffs as companies battle supply chain disruptions and sagging demand for some goods and services.",By Nicholas Kristof
634,634,March 12,"U.S. Weekly Jobless Claims Drop, but Coronavirus Layoffs Loom",Business,"We live in an interconnected world, where borders are porous, more like living membranes than physical walls.",By The Associated Press
635,635,March 3,The Coronavirus Is Us,Opinion,"The U.S. Geological Survey said the earthquake hit close to Magna, Utah, about 10 miles west of Salt Lake City. It was the strongest to hit the state since 1992, officials said.",By The Associated Press
636,636,March 18,5.7-Magnitude Earthquake Hits Near Salt Lake City: ‘The Last Thing We Need Right Now’,U.S.,"President Trump and other health officials need to act immediately, while there is time.",By The Associated Press
637,637,March 11,12 Steps to Tackle the Coronavirus,Opinion,"In the weeks before President Donald Trump spoke from the Oval Office to announce restrictions on travelers from more than two dozen countries in Europe, thousands of people from the region already had stepped off planes at U.S. airports, and an untold number of them carried the coronavirus.",By The Associated Press
638,638,March 14,Trump’s Latest Travel Ban Highlights Gaps in Containment Net,U.S.,The Latest on financial markets (all times local):,By Tim Herrera
639,639,March 16,"The Latest: Stock Market Outdoes Itself, but Not in Good Way",Business,"In the weeks before President Donald Trump spoke from the Oval Office to announce restrictions on travelers from more than two dozen countries in Europe, thousands of people from the region already had stepped off planes at U.S. airports, and an untold number of them carried the coronavirus.",By Simran Sethi
640,640,March 14,Trump’s Latest Travel Ban Highlights Gaps in Containment Net,U.S.,The Latest on financial markets (all times local):,By The Associated Press
641,641,March 16,"The Latest: Stock Market Outdoes Itself, but Not in Good Way",Business,The symptoms have been easy to deal with. The health care system has not.,By Reuters
642,642,March 18,"My Coronavirus Test: 5 Days, a Dozen Calls, Hours of Confusion",New York,"These simple tips will help you relax and put things in perspective — in between washing your hands, of course.",By Reuters
643,643,12h ago,10 Ways to Ease Your Coronavirus Anxiety,Smarter Living,"The NBA became the first major American sports league to suspend play because of the coronavirus pandemic, raising questions Wednesday night about the future of college basketball's March Madness and other pro sports.",By The Associated Press
644,644,March 11,NBA Suspends Season; March Madness Going Without Fans,Sports,Uber Technologies Inc and Lyft Inc Tuesday began suspending shared rides on their ride-hailing platforms in the United States and Canada to limit the spread of the coronavirus.,By The Associated Press
645,645,March 17,"Uber, Lyft Suspend Pooled Rides in U.S., Canada to Limit Spread of Coronavirus",Business,"Manufacturing activity in New York state plunged in March by the most on record to its lowest level since 2009, offering an early glimpse of the coronavirus' damaging impact on the U.S. economy.",By The Associated Press
646,646,March 16,New York Manufacturing Activity Posts Record Drop in March,U.S.,"For years, Rome seemed to have only a high season for tourism given the Italian capital's eternal appeal with foreign visitors. ",By The Associated Press
647,647,March 12,AP PHOTOS: Rome's Eternally Packed Tourist Sites Emptied,Business,Utah's scheduled game at Oklahoma City was postponed Wednesday night and the NBA suspended its season a few minutes later after a Jazz player tested positive for the coronavirus.,By Katherine Rosman and Jonah Engel Bromwich
648,648,March 11,"Jazz-Thunder Postponed, NBA Suspends Season",Pro Basketball,"Iranian authorities warned Friday they may use “force” to limit travel between cities and announced the new coronavirus has killed 124 people amid 4,747 confirmed cases in the Islamic Republic. ",By The Associated Press
649,649,March 6,Iran Warns It Could Use 'Force' to Halt Travel Amid Virus,Middle East,"Iranian authorities warned Friday they may use “force” to limit travel between cities and announced the new coronavirus has killed 124 people amid 4,747 confirmed cases in the Islamic Republic. ",By The Associated Press
650,650,March 6,Iran Warns It Could Use 'Force' to Halt Travel Amid Virus,Middle East,"Trainers, teachers and gyms are worried about their business. The pricey stationary bike and other home exercise systems are among those that stand to benefit from social change around the new coronavirus.",By The Associated Press
651,651,March 12,Maybe Now You’ll Stop Mocking Peloton,Style,"Italian soccer club Juventus announced Wednesday that one of its players, defender Daniele Rugani, has tested positive for COVID-19.",By The Associated Press
652,652,March 11,Juventus Player Rugani Tests Positive for Coronavirus,Soccer,"The new coronavirus has reached Broadway, but the shows on the Great White Way are scheduled to go on as planned.",By Reuters
653,653,March 11,Broadway Shows Will Go on Despite Virus Concerns,U.S.,The postponement of the BNP Paribas Open in Southern California because of the coronavirus has done more than temporarily idle the men’s and women’s pro tennis tours. It has jolted the Coachella Valley's economy during peak tourist season in the desert.,By Reuters
654,654,March 9,Tennis Tournament Postponement Deals Economic Blow,Tennis,"Bombers attacked a major government office in Thailand's insurgency-plagued far south as hundreds of local officials and Muslim clerics met Tuesday to discuss fighting COVID-19. At least 20 people were hurt, none seriously.",By Nick Corasaniti and Stephanie Saul
655,655,March 17,Bombing of Government Office in Southern Thailand Injures 20,Asia Pacific,Kenya's athletics authority said on Thursday it had barred its athletes from traveling to international events due to concerns over the coronavirus outbreak.,By The Associated Press
656,656,March 12,Athletics: Kenya Bars Athletes From Global Travel Over Coronavirus Worries,Pro Basketball,"With less room to cut interest rates than in the past, the Federal Reserve must act quickly in the face of threats to the U.S. economic outlook like the coronavirus epidemic, the president of the Dallas Federal Reserve Bank, Robert Kaplan, said on Thursday. ",By The Associated Press
657,657,March 5,Fed's Kaplan Says Wise to Act 'Boldly' on Monetary Policy in Face of Threats,U.S.,The state Democratic Party and the Democratic National Committee sued elections officials to extend voting deadlines ahead of Wisconsin’s April 7 primary because of the coronavirus crisis.,By Reuters
658,658,11h ago,Democrats Sue Wisconsin Officials to Extend Deadlines for Early Voting,Politics,"Defense Secretary Mark Esper said Tuesday that the Pentagon will provide civilian health authorities with 5 million respirator masks and 2,000 specialized ventilators to help in a national response to the coronavirus pandemic.",By Reuters
659,659,March 17,"Esper: Pentagon to Give Respirator Masks, Ventilators to HHS",Politics,"President Donald Trump tweeted on Friday that four major cruise ship companies have agreed to suspend trips from the U.S. for 30 days, effective at midnight.",By The Associated Press
660,660,March 13,Trump Says Top Cruise Ship Companies Stopping Trips From US,Politics,Banks have hundreds of billions of dollars in credit lines extended to corporate America. Some companies are no longer banking on them.  ,By Reuters
661,661,March 13,"U.S. Companies Draw on Credit Lines, Fearing They May Lose Them",Business,"The U.S. Congress, Supreme Court and White House were closing their doors to much of the public on Thursday to minimize health risks as the coronavirus spreads across the United States, officials said.",By Reuters
662,662,March 12,U.S. Federal Buildings Put Away the Welcome Mat as Coronavirus Hits,U.S.,The last scheduled NBA game before the league planned to suspend the season because a Utah Jazz player tested positive for the new coronavirus was postponed at the last minute because one of the officials worked a game with the infected player.,By Reuters
663,663,March 11,Pelicans-Kings Game Postponed Out of Caution for Coronavirus,Pro Basketball,"European banks took heart from the Bank of England's plan to defend Britain's economy from the effects of the coronavirus outbreak, pushing stock prices up and the cost of insuring against default down.",By The Associated Press
664,664,March 11,UK's Response to Virus Helps European Banks Recover From Record Lows,Europe,"Staff at the U.S. securities regulator were working from home on Tuesday after an employee at its Washington, D.C., headquarters was treated for coronavirus symptoms, the Securities and Exchange Commission said.",By Reuters
665,665,March 10,U.S. SEC Staff Stay Home After Employee Treated for Coronavirus Symptoms,U.S.,"All countries should make containing the outbreak of COVID-19 their top priority, the World Health Organization (WHO) said on Friday, pointing to Iran ""national action plan"" to combat one of the world's worst outbreaks after a slow start.",By Reuters
666,666,March 7,WHO Urges Countries to Make Containing Coronavirus 'Highest Priority',Asia Pacific,"The NBA wants its teams to prepare to play games without fans if necessary because of the coronavirus crisis, but LeBron James already says he won't play basketball in an empty arena.",By Reuters
667,667,March 6,NBA Tells Teams to Plan for Empty Arenas; LeBron Says No Way,Pro Basketball,"All countries should make containing the outbreak of COVID-19 their top priority, the World Health Organization (WHO) said on Friday, pointing to Iran ""national action plan"" to combat one of the world's worst outbreaks after a slow start.",By The Associated Press
